# 【打診文の絶対条件・法務判定 v1.0】メール本文・署名にURLを一切貼らないこと（AmazonストアURL・自社サイト satoy-select.com・SNS すべて）。貼った瞬間に特定電子メール法2条2号の『広告宣伝ウェブサイトへの誘導』に該当し、相手の『営業お断り』表示が法的効力を持つ。白が黒に転ぶ唯一の分岐点。 ／ 1社1通・追送しない・断られたら即終了・一斉送信ツール禁止・実績ゼロを正直に書く。 ／ optout_class が D・E の社には打診しない。C は A/A_PLUS/B を全件消化した後・フォームのみ・1回限り。
順位,スコア,メーカー名,optout_class,contact_priority,action,allowed_channels,optout_hit_terms,optout_rule_ids,form_optout_notice,optout_source_url,optout_checked_at,recheck_condition,optout_e_subclass,optout_decided_by,optout_needs_review,optout_review_reason,正式商号,法人番号,所在地,公式HP,電話,問い合わせフォームURL,メール,確度,取引可否シグナル,備考,出典URL,該当商品数,主なカテゴリ,想定仕入れ金額の中央値,Amazon価格の中央値,代表商品名
149,,近与(KONYO),A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.kanamono.gr.jp/2025/06/17/konyo/,2026-09-04,,,,,,株式会社コンヨ,1110001014929,〒959-1155 新潟県三条市福島新田丁345番地,https://www.konyo.co.jp/,0256-45-6161,,,確定,有望(小ロット/OEM/B2Bの明示あり),"★★★最有力級。表記ゆれの確認済み: キュー上の「近与」は正しくは片仮名の「株式会社コンヨ」(KONYO CO.,LTD)。代表商品の「SUN UP 両口メガネレンチ」は同社のオリジナルPBブランドであることが確認できたので同定は確実。★本丸シグナルが3つ揃う: (1)三条金物卸商協同組合の掲載文に「国内・海外で**自社PB製品も多数開発。お客様の要望に合わせた商品開発を致します**」＝OEM/PB受託を公開表明。(2)ハローワーク求人の事業内容が「全国のホームセンター及び**ネット販売業者へのDIY関連商品の卸売**」＝ネット販売業者を取引先として明示している。(3)従業員71〜78名・資本金3000万円・1983年設立の中小。三条市で刃物金物の製造業として創業し昭和50年に卸へ業態転換。★代表者名は出典間で食い違う(近藤孝／近藤嘉男)ため記載しない。",https://www.kanamono.gr.jp/2025/06/17/konyo/ ; https://compalyze.co.jp/company/1110001014929 ; https://hataraku-search.com/companies/1504-700278-2,1,DIY・工具・ガーデン,932,3163,SUN UP 両口メガネレンチ 6丁組
150,,野田琺瑯(Nodahoro),A,2,contact,"[""form"", ""mail"", ""phone""]",,,件名 お名前 メールアドレス メッセージ本文 添付ファイル,https://www.nodahoro.com/company/contact,2026-09-04,,,,,,野田琺瑯株式会社,,〒135-0024 東京都江東区清澄2丁目3番2号2階（本社）／〒328-0205 栃木県栃木市鍋山町637番地（工場）,https://www.nodahoro.com/,03-3640-5511,https://www.nodahoro.com/company/contact,,確定,有望(小ロット/OEM/B2Bの明示あり),"★★本丸候補。資本金1,000万円。**『ALL MADE IN JAPAN』『職人がひとつひとつ手仕事でつくっています』と明記した自社工場メーカー**（栃木に工場2拠点）。70年以上の歴史。営業品目は家庭用器物・理化学用耐酸琺瑯容器。営業お断りの記載なし",https://www.nodahoro.com/company ; https://www.nodahoro.com/company/contact,1,ホーム＆キッチン,500,3520,野田琺瑯(Nodahoro) 保存容器 ホーロー 耐熱 持ち手付きストッカー 角型 レクタングル Lサイズ 密閉蓋付 ホワイトシリーズ 日本製 MSM-12K
151,,鈴木ラテックス(SUZUKILATEX),A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://suzukilatex.com/,2026-09-04,,,,,,"株式会社 鈴木ラテックス（Suzuki Latex Industry Co., Ltd.）",,〒285-0813 千葉県佐倉市石川591-10（本社・石川工場）／〒260-0021 千葉県千葉市中央区新宿2-5-1 千葉中央トーセイビルII 4F 406号（千葉営業所）,https://suzukilatex.com/,043-486-7963,https://suzukilatex.com/contact/,,確定,有望(小ロット/OEM/B2Bの明示あり),★本丸候補。ヨーヨー風船・各種風船・工業用指サックの製造販売。米国向け輸出実績あり。**メールは意図的に空欄**：公式サイトに info@su…atex.com と表示されたが末尾が欠けており、info@suzukilatex.com と推測はできても現物確認ができていないため埋めない。公式は『お問い合わせは電話またはFaxで』と案内している（受付 平日9:00-17:00）,https://suzukilatex.com/company/ ; https://suzukilatex.com/contact/,1,おもちゃ,114,1995,鈴木ラテックス ヨーヨーフーセンセット ポケットポンプ付き 100個入り
152,,リッチェル(Richell),C,9,hold,"[""form""]",売り込み+ご遠慮;製品アイデア+ご遠慮,C1_pitch_refusal;legal_individual_decision,商品やサービスの売り込み、製品アイデア等のご提案はご遠慮ください。,https://www.richell.co.jp/form/business/contact.php,2026-09-04,,,,,,株式会社リッチェル（Richell Corporation）,,〒939-0592 富山県富山市水橋桜木136,https://www.richell.co.jp/,076-478-2155,https://www.richell.co.jp/form/business/contact.php,,確定,連絡可,"法人向けフォームが公開されている。★ただし同フォームに『商品やサービスの売り込み、製品アイデア等のご提案はご遠慮ください』と明記。当社の用件は『買う側の仕入れ打診』で売り込みではないが、拒否の意思表示があるため**フォーム利用の可否はカズヨ判断を仰ぐ**。代表電話とは別にお客様相談室 076-478-2957 あり。資本金6億1,800万円・従業員308名 ／ 【法務の個社判定】法人向けフォーム(https://www.richell.co.jp/form/business/contact.php)に表示。A/B消化後まで保留推奨。",https://www.richell.co.jp/company/outline/ ; https://www.richell.co.jp/form/business/contact.php,1,ベビー＆マタニティ,39,1980,リッチェル(Richell) アクリア おでかけストローマグR 200 ネイビーブルー 1個 200ml 7カ月
153,,ジェイストーム,D,99,exclude,[],,legal_individual_decision,,https://www.storm-labels.co.jp/,2026-09-04,取引窓口の新設,,,,,株式会社ストームレーベルズ（旧・株式会社ジェイ・ストーム / 2024-01-01 社名変更）,6011001041935,〒107-0052 東京都港区赤坂9丁目6番35号,https://www.storm-labels.co.jp/,,,,候補,連絡不可,★電話は意図的に空欄にした。見つかった 03-3470-5560 は『採用担当専用※お電話でのお問合せは極力ご遠慮ください』と明記されており、営業窓口ではない（法務B §9-3 の趣旨に従い、拒否の意思表示がある連絡先は登録しない）。法人番号はWikipedia由来のため候補。レコード会社であり仕入れ先ではない,https://job.mynavi.jp/27/pc/search/corp254335/outline.html ; https://ja.wikipedia.org/wiki/ストームレーベルズ,14,DVD,2326,8110,ARASHI Anniversary Tour 5×20(DVD)(初回仕様)
154,,すごろくや,E,99,exclude,[],実店舗+お断り;店舗をお持ち+お断り;店舗をお持ちでない+お断り;オンライン専売+お断り,E1_store_required;legal_individual_decision,実店舗をお持ちでないオンライン専売業者さまとのお取引につきましては一律お断りをさせていただいております。お問い合わせを頂戴いたしましても、ご要望にお応えできないことをあらかじめご了承ください。／弊社商品は、全ての小売店さまが安心して商品をお取扱いし、正当な対価を得ていただけるよう、悪質な海賊版や転売品の横行対策として、Amazon・楽天市場・Yahoo!ショッピング・メルカリなど、大手ECモールへの出品をご遠慮いただいております。,https://sugorokuya.jp/wholesale_guide,2026-09-04,販路をモール以外に持ったとき（実店舗取得だけでは不十分。原典に Amazon・楽天・Yahoo!・メルカリ等 大手ECモールへの出品をご遠慮いただく旨の記載があるため）,,,,,"株式会社すごろくや（SUGOROKUYA Co., Ltd.）",,〒164-0003 東京都中野区東中野1-51-3（本社ビル）,https://sugorokuya.jp/,03-5327-4568,https://sugorokuya.jp/contact/form,,確定,対象外(大手/流通構造),★★★**取引不可が確定した社。連絡しないこと。** 卸流通事業ページに『**実店舗をお持ちでないオンライン専売業者さまとのお取引につきましては一律お断りをさせていただいております。お問い合わせを頂戴いたしましても、ご要望にお応えできない**』と明記。理由は『大手ECモールを中心としたオンライン販売での価格競争を避け、商品価値を守るため』。当社（Amazon専業・実店舗なし）は明確に対象外。2006年創業・従業員38名,https://sugorokuya.jp/wholesale_guide ; https://sugorokuya.jp/introduction.html,6,おもちゃ,501,1970,すごろくや ゴブレットゴブラーズ 2人 - 2人 5歳 5分 三目並べ マルバツゲーム 対戦 戦略 正規品 ボードゲーム
155,,愛知電線,D,99,exclude,[],,legal_individual_decision,※こちらのメールフォームからのセールス・勧誘等は、「特定電子メールの送信に関する法律」に基づき、固くお断りします。※こちらのメールフォームからセールス・勧誘等があった場合、「迷惑メール相談センター」に通報します。,https://www.aichidensen.co.jp/company/,2026-09-04,,,,,,愛知電線株式会社,,〒456-0059 愛知県名古屋市熱田区八番二丁目17番9号,https://www.aichidensen.co.jp/,052-661-3891,https://www.aichidensen.co.jp/contact/,,確定,有望(小ロット/OEM/B2Bの明示あり),★フォームに営業お断りの明記あり:「こちらのメールフォームからのセールス・勧誘等は、『特定電子メールの送信に関する法律』に基づき、固くお断りします」「セールス・勧誘等があった場合、迷惑メール相談センターに通報します」。**このフォームから営業してはいけない**（法務B §9-3）。1925年創業・従業員70名・資本金1600万円の中小メーカーで本丸に近いが、接触するなら電話または別ルート ／ 【法務の個社判定】通報明示。最優先で除外。,https://www.aichidensen.co.jp/company/ ; https://www.aichidensen.co.jp/contact/,6,産業・研究開発用品,1800,6500,愛知電線 VVF ケーブル3芯 2.0mm 20m 灰色 VVF3×2.0M20
156,,カプコン(CAPCOM),B,99,contact_restricted,"[""mail_post""]",書面+にて,B1_written_only;legal_individual_decision,※ 当社の製品・サービスに関するお問い合わせにはお答えいたしかねます。※ 営業・ご提案については書面にて、カプコン本社宛にお送りください。,https://www.capcom.co.jp/ir/inquiry/index_01-2.html,2026-09-04,,,,,,"株式会社カプコン（CAPCOM CO., LTD.）",,〒540-0037 大阪市中央区内平野町三丁目1番3号,https://www.capcom.co.jp/,06-6920-3600,https://www.capcom.co.jp/ir/inquiry.html,,確定,有望(小ロット/OEM/B2Bの明示あり),"★接触方法の指定あり:『営業・ご提案については書面にて、カプコン本社宛にお送りください』（お問い合わせ窓口ページに明記）。電話・フォームでの営業は不可。東証上場・連結売上1,953億円の大手で直取引の相手ではない ／ 【法務の個社判定】形式はB（書面のみ）。ただし卸取引窓口の存在が未確認・物販商材が事実上ない可能性が高く、当面は打診しない。",https://www.capcom.co.jp/ir/company/info.html ; https://www.capcom.co.jp/ir/inquiry/index_01-2.html,4,ゲーム,3657,11200,バイオハザード レクイエム デラックスエディション【早期購入特典】グレース コスチューム「APOCALYPSE」が入手できるダウンロードコード 同梱
157,,ブリヂストン(BRIDGESTONE),E,99,exclude,[],,business_decision_no_direct_sales,※ こちらのフリーダイヤルは、一般のお客様専用です。お取引先様からのお問い合わせに関しましては、担当部門へお問い合わせください。,https://jp.golf.bridgestone/callcenter/contact,2026-09-04,当社が卸・代理店ルートを確保したとき（メーカー直取引としては再評価しない）,事業判断:直販なし,secretary_kazuyo / 2026-09-04,,,"ブリヂストンスポーツ株式会社（Bridgestone Sports Co., Ltd.）",,〒104-8340 東京都中央区京橋三丁目1番1号,https://sports.bridgestone/,045-330-1550,https://jp.golf.bridgestone/callcenter/contact,,確定,対象外(大手/流通構造),ゴルフボールの製造販売はブリヂストン本体ではなく**ブリヂストンスポーツ株式会社**（1972年設立・資本金30億円）。★『**こちらのフリーダイヤルは一般のお客様専用です。お取引先様からのお問い合わせに関しましては、担当部門へお問い合わせください**』と明記＝**公開の窓口は取引用ではない**。取引には担当部門の特定が別途必要。大手のため直取引は現実的でない,https://sports.bridgestone/corporate/01 ; https://jp.golf.bridgestone/callcenter/contact,2,スポーツ＆アウトドア,1234,3980,BRIDGESTONE(ブリヂストン)ゴルフボール SUPER STRAIGHT 2023年モデル 12球入 イエロー
158,,Hikari(ヒカリ),E,99,exclude,[],,business_decision_no_direct_sales,弊社は一般のお客様への直接の販売は致しておりません。,https://www.kyorin-net.co.jp/,2026-09-04,当社が卸・代理店ルートを確保したとき（メーカー直取引としては再評価しない）,事業判断:直販なし,secretary_kazuyo / 2026-09-04,,,"株式会社キョーリン（Kyorin CO.,LTD.）",9140001058544,〒670-0912 兵庫県姫路市南町9番地,https://www.kyorin-net.co.jp/,,,,候補,連絡不可,★**直販していないと公式トップに明記**：『弊社は一般のお客様への直接の販売は致しておりません。また、海外については、弊社が設定した海外代理店への販売のみ行っております』。観賞魚飼料の国内トップシェア（Hikariブランド）で、卸（神畑養魚株式会社）経由の流通。**直取引の相手ではない。仕入れるなら卸レーン**。電話は公式で確認できず空欄。法人番号は第三者DB由来,https://www.kyorin-net.co.jp/ ; https://houjin.goo.to/corporations/9140001058544,1,ペット用品,338,1900,「ヒカリ (Hikari) ひかりクレスト タートルスタンドパック 250g」 2個セット
159,,エリエール,D,99,exclude,[],営業+お断り;営業+固くお断り;営業目的+お断り;営業目的+固くお断り,D2_sales_refusal,※営業目的のメールはお断りいたします。※商品のご提案はお受けしておりませんので、ご了承ください。※不具合品につきましては商品をお取り置きの上ご連絡をお願いします。／※営業目的のメールは固くお断り致します。,https://www.elleair.jp/inquiry/rules,2026-09-04,,,,,,大王製紙株式会社,,〒102-0071 東京都千代田区富士見2丁目10番2号 飯田橋グラン・ブルーム（登記上の本店：愛媛県四国中央市三島紙屋町2番60号）,https://www.daio-paper.co.jp/,03-6856-7500,https://www.elleair.jp/inquiry/rules,,確定,対象外(大手/流通構造),★フォームに営業お断りの明記あり。ブランド≠法人:「エリエール」は大王製紙株式会社のブランド。資本金539億円・連結売上6668億円・連結従業員11639名の大手。窓口は「エリエールお客様相談室」で消費者向け。大手。,https://www.daio-paper.co.jp/company/overview/ ; https://www.elleair.jp/inquiry/rules,1,産業・研究開発用品,572,2412,エリエール ハイパーブロックマスク ムレ爽快 小さめサイズ 30枚x4個
160,,ハイメス,E,99,exclude,[],新規お取引;取引希望,A1_trade_window;business_decision_web_only_refused,お取引希望の方は下記フォームに必要事項をご記入の上、送信下さい。尚、誠に勝手ながら以下の業種、業態の企業・店舗様との新規お取引は行っておりません。ご了承のほどお願い申し上げます。・WEBでの販売のみの企業様・小売以外のスタイルで店舗展開をされている企業様・グループ法人内で幼稚園や保育園を運営されている企業様,https://www.brjordan.com/contact-2/,2026-09-04,当社が実店舗を持ったとき（Amazon専業のままでは条件を満たさない）,事業判断:WEB専売事業者は取引対象外,it_engineer_takashi / 2026-09-04（法務の確認待ち）,true,自社サイトで『WEB販売のみの事業者とは新規取引しない』旨を表示。すごろくや（E1）と同型だが、E1 の語彙に『WEBでの販売のみ』が無いため自動判定は A_PLUS だった。**E1 の語彙追加が必要か法務の判断を仰ぐ。**,株式会社ブラザー・ジョルダン社,5120001018652,〒631-0012 奈良県奈良市中山町1512-1,https://www.brjordan.com/,0742-40-4048,https://www.brjordan.com/contact-2/,info@brjordan.com,確定,連絡可,★★★【重要】当社は名指しで取引対象外。ブランド≠法人: HEIMESS(ハイメス)はドイツのGollnest & Kiesel社のブランドで、日本の総輸入代理店が株式会社ブラザー・ジョルダン社(奈良市・従業員9名・1975年から欧州玩具の輸入卸)。打診先は同社になる。★ただし同社の「お取引希望のお客様へ」ページに、当社を名指しで除外する記載がある(下記 optout_window_text)。すごろくやと同型で、Amazon専業のままでは条件を満たさない。★この社は法務ルール単体だと『新規お取引』がA1_trade_windowにヒットしてA_PLUS(最優先で打診)に化けていた。否定形の検知を実装して捕まえた。,https://www.brjordan.com/profile-1/ ; https://www.brjordan.com/contact-2/,1,おもちゃ,331,1780,HEIMESS スピニングトップ ウィズ パール G736220 0歳から回せるコマ
161,,フィッティ,D,99,exclude,[],営業+ご遠慮,D2_sales_refusal,ご意見・お問い合わせにつきましては、下記専用フォームよりご連絡ください。なお、広告、協賛の依頼、営業活動もしくは営利を目的とするもの等はご遠慮ください。返信は原則として致しておりません。,https://www.tamagawa-eizai.co.jp/support/form/,2026-09-04,,,,,,玉川衛材株式会社,,〒102-0071 東京都千代田区富士見1-8-19 住友不動産千代田富士見ビル14階（本社）／〒292-0834 千葉県木更津市潮見3-11-6（木更津工場）,https://www.tamagawa-eizai.co.jp/,03-4334-8857,https://www.tamagawa-eizai.co.jp/support/form/,,確定,連絡可,★**拒否表示あり。** 問い合わせフォームに『**広告、協賛の依頼、営業活動もしくは営利を目的とするもの等はご遠慮ください。返信は原則として致しておりません**』と明記。当社の仕入れ打診は『営利を目的とするもの』に読める余地があるため **form_optout_notice=true とし、連絡候補から外した**（リッチェルと同型。ハルオの一般則待ち）。明治32年創業・木更津に自社工場。電話はお客様相談窓口（10:00-17:00）,https://www.tamagawa-eizai.co.jp/company/info/ ; https://www.tamagawa-eizai.co.jp/support/form/,1,産業・研究開発用品,617,2123,[フィッティ] Fitty うるおいマスク シルキータッチ やや大きめ (不織布/プリーツ) 15セット×2箱 加湿マスク 保湿 乾燥
162,,岩手県木炭協会,D,99,exclude,[],セールス+お断り;セールス+固くお断り;勧誘+お断り;勧誘+固くお断り,D2_sales_refusal,■回答に時間がかかる場合がありますので、お急ぎの方はお電話にてお問い合わせください。■セールスや勧誘のお問い合わせは、固くお断りいたします。,https://www.mokutan.jp/pages/3/,2026-09-04,,,,,,一般社団法人 岩手県木炭協会,4400005000158,〒020-0863 岩手県盛岡市南仙北2丁目3番21号,https://www.mokutan.jp/,019-601-7144,https://www.mokutan.jp/pages/3/,,確定,連絡可,★フォームに営業お断りの明記あり:「セールスや勧誘のお問い合わせは、固くお断りいたします」。昭和27年設立・職員5名の一般社団法人(生産者団体)。岩手木炭/岩手切炭はGI(地理的表示)登録産品で、協会が登録生産者団体。メーカーではなく団体である点にも注意。,https://www.mokutan.jp/pages/2/ ; https://www.mokutan.jp/pages/3/,1,スポーツ＆アウトドア,629,3800,岩手県木炭協会 岩手切炭、6ｋｇ、黒炭、信頼のブランド、室内使用、
163,,扶桑社,E,99,exclude,[],,business_decision_no_direct_sales,扶桑社では個人の方向けの直接の書籍販売は行っておりません。お近くの書店、またはオンライン書店にてお申込みください。／【その他のお問い合わせ】法人・団体・企業ほか MAIL： info@fusosha.co.jp,https://www.fusosha.co.jp/,2026-09-04,当社が卸・代理店ルートを確保したとき（メーカー直取引としては再評価しない）,事業判断:直販なし,secretary_kazuyo / 2026-09-04,,,株式会社扶桑社（FUSOSHA Publishing Inc.）,2010401025989,〒105-8070 東京都港区海岸1-2-20 汐留ビルディング19階,https://www.fusosha.co.jp/,03-6368-8888,,info@fusosha.co.jp,確定,対象外(大手/流通構造),★メールは公式サイトの問い合わせ欄に『法人・団体・企業ほか』専用として明記されているもの。★ただし同ページに『**扶桑社では個人の方向けの直接の書籍販売は行っておりません。お近くの書店、またはオンライン書店にてお申込みください**』とあり、直販は行わない方針。電話は第三者DB由来のため参考。従業員170名,https://www.fusosha.co.jp/ ; https://companydata.tsujigawa.com/company/2010401025989/,1,本,92,3343,cookpad plus(クックパッド プラス)2026年冬号
