メーカー,レーン,判定理由,商号候補,法人格表記,該当商品数,主カテゴリ,第三者セラー数,屋号型セラー数,CNスコア,CNシグナル,想定仕入れ上限の中央値,Amazon価格の中央値,代表商品,代表ASIN,メーカー検索
日経BP 日本経済新聞出版本部,除外:メディア,再販制度対象(法人化でも解けない),日本経済新聞出版,,1,本,3,1,0,,1600,7229,巨象も踊る,4532310237,https://www.google.com/search?q=%E6%97%A5%E7%B5%8CBP%20%E6%97%A5%E6%9C%AC%E7%B5%8C%E6%B8%88%E6%96%B0%E8%81%9E%E5%87%BA%E7%89%88%E6%9C%AC%E9%83%A8%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Public Publishing,除外:メディア,再販制度対象(法人化でも解けない),Public Publishing,,1,洋書,5,0,0,,2765,7614,Alice's Adventures In Wonderland,1800601174,https://www.google.com/search?q=Public%20Publishing%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Workman Publishing,除外:メディア,再販制度対象(法人化でも解けない),Workman Publishing Company,,1,洋書,5,1,0,,1870,8591,Cat Page-A-Day® Gallery Calendar 2026: A Delightful Gallery of Cats for Your Des,1523531290,https://www.google.com/search?q=Workman%20Publishing%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
幻冬舎,除外:メディア,再販制度対象(法人化でも解けない),幻冬舎,,1,本,6,3,0,,3788,8574,ヘタリア AXIS POWERS コミック 1-6巻セット (バーズ エクストラ),B00P7G37JI,https://www.google.com/search?q=%E5%B9%BB%E5%86%AC%E8%88%8E%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Roadlamp,除外:メディア,再販制度対象(法人化でも解けない),Analogue Prod.,,1,ミュージック,2,0,0,,3330,8504,Can't Buy A Thrill,B0BT235Y5V,https://www.google.com/search?q=Roadlamp%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Authors Equity,除外:メディア,再販制度対象(法人化でも解けない),Authors Equity,,1,洋書,4,0,2,S3_略号JPセラー,2549,8350,The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,B0F9VM4V5N,https://www.google.com/search?q=Authors%20Equity%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
ワー ナー・ブ ラザース・ホームエ ンターテイ メント,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),ワー ナー・ブ ラザース・ホームエ ンターテイ メント,,1,DVD,3,0,0,,5036,9212,ハリー・ポッター シリーズ DVD8枚組 SET-27-HARRY-HPM,B09778XSP9,https://www.google.com/search?q=%E3%83%AF%E3%83%BC%20%E3%83%8A%E3%83%BC%E3%83%BB%E3%83%96%20%E3%83%A9%E3%82%B6%E3%83%BC%E3%82%B9%E3%83%BB%E3%83%9B%E3%83%BC%E3%83%A0%E3%82%A8%20%E3%83%B3%E3%82%BF%E3%83%BC%E3%83%86%E3%82%A4%20%E3%83%A1%E3%83%B3%E3%83%88%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Shout! Factory,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),,,1,DVD,2,0,0,,5813,9980,Return of the Dragon / [Blu-ray] [Import],B06VSTRMYH,https://www.google.com/search?q=Shout%21%20Factory%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
ACKDZU,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),,,1,DVD,5,1,2,S2_ピンイン風セラー,6217,10800,Marvel's Avengers: Infinity War (Blu-ray 3D + Blu-ray),B07QX2YYZW,https://www.google.com/search?q=ACKDZU%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Revive Classics,除外:メディア,再販制度対象(法人化でも解けない),Revive Classics,,1,洋書,5,0,2,S3_略号JPセラー,5273,10309,Nineteen Eighty-Four (Collector's Edition) (Laminated Hardback with Jacket),1998621855,https://www.google.com/search?q=Revive%20Classics%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
新書館,除外:メディア,再販制度対象(法人化でも解けない),新書館,,1,本,4,2,0,,5432,10000,ギヴン10th mix アニメDVDつき限定版 (ディアプラス・コミックス),4403690106,https://www.google.com/search?q=%E6%96%B0%E6%9B%B8%E9%A4%A8%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
よしもとミュージックエンタテインメント,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),よしもとアール・アンド・シー,,1,DVD,5,0,0,,3945,10005,ダウンタウンのガキの使いやあらへんで!! (祝)ダウンタウン生誕50年記念DVD 永久保存版 (19)(罰)絶対に笑ってはいけない熱血教師24時 【初回限定版D,B00FJ1E9MK,https://www.google.com/search?q=%E3%82%88%E3%81%97%E3%82%82%E3%81%A8%E3%83%9F%E3%83%A5%E3%83%BC%E3%82%B8%E3%83%83%E3%82%AF%E3%82%A8%E3%83%B3%E3%82%BF%E3%83%86%E3%82%A4%E3%83%B3%E3%83%A1%E3%83%B3%E3%83%88%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Hawk Press,除外:メディア,再販制度対象(法人化でも解けない),Hawk Press,,1,洋書,6,0,2,S3_略号JPセラー,2357,10163,1984,9395034173,https://www.google.com/search?q=Hawk%20Press%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
WSS Playground,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),SNK,,1,ゲーム,4,3,0,,2419,11000,アケアカNEOGEO セレクション Vol.1 -Switch,B0DG2Z4MQX,https://www.google.com/search?q=WSS%20Playground%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Outlook Verlag,除外:メディア,再販制度対象(法人化でも解けない),Outlook Verlag,,1,洋書,5,0,0,,6610,11835,Three Men in a Boat (To Say Nothing of the Dog): in large print,336828536X,https://www.google.com/search?q=Outlook%20Verlag%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
株式会社ソニー・ピクチャーズ エンタテインメント,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),Happinet,あり,1,DVD,2,0,0,,1689,12500,【Amazon.co.jp限定】ヴェノム：ザ・ラストダンス　プレミアム・スチールブック・エディション［４Ｋ ＵＨＤ ＋ ブルーレイ］（完全数量限定）(オリジナル,B0DQY5HRFV,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%BD%E3%83%8B%E3%83%BC%E3%83%BB%E3%83%94%E3%82%AF%E3%83%81%E3%83%A3%E3%83%BC%E3%82%BA%20%E3%82%A8%E3%83%B3%E3%82%BF%E3%83%86%E3%82%A4%E3%83%B3%E3%83%A1%E3%83%B3%E3%83%88%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
SMM ITAKU (MUSIC),除外:メディア,再販制度対象(法人化でも解けない),SMM itaku (music),,1,ミュージック,3,1,0,,7364,12800,今、何処 (デラックス・エディション) (初回生産限定盤),B09ZD2VR6H,https://www.google.com/search?q=SMM%20ITAKU%20%28MUSIC%29%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
日本一ソフトウェア,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),日本一ソフトウェア,,1,ゲーム,3,1,0,,2056,12000,イースVIII -Lacrimosa of DANA- - Switch,B07BH7ZT4X,https://www.google.com/search?q=%E6%97%A5%E6%9C%AC%E4%B8%80%E3%82%BD%E3%83%95%E3%83%88%E3%82%A6%E3%82%A7%E3%82%A2%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Rough Trade,除外:メディア,再販制度対象(法人化でも解けない),Rough Trade,,1,ミュージック,3,0,0,,7112,13372,Room on Fire [Analog],B0000CNXNB,https://www.google.com/search?q=Rough%20Trade%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
AHS,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),AHS,,1,PCソフト,2,1,0,,3225,13464,AHS VOCALOID 桜乃そら クール 音声読み上げソフト,B07F17C5YK,https://www.google.com/search?q=AHS%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
中央経済社,除外:メディア,再販制度対象(法人化でも解けない),中央経済社,,1,本,4,2,0,,4916,13662,公認内部監査人資格認定試験対応 内部監査基本テキスト〈第4版〉,4502350419,https://www.google.com/search?q=%E4%B8%AD%E5%A4%AE%E7%B5%8C%E6%B8%88%E7%A4%BE%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
MANGA ENTERTAINMENT,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),Manga,,1,DVD,5,0,0,,8537,14730,Akira [Blu-ray] [Import],B004QOT098,https://www.google.com/search?q=MANGA%20ENTERTAINMENT%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Scuf,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),SCUF,,1,ゲーム,3,1,0,,7962,14499,SCUF ENVISION PC用 有線コントローラー Black スカフ エンビジョン [並行輸入品],B0CMN2ST9T,https://www.google.com/search?q=Scuf%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Wipuku,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),,,1,DVD,3,0,0,,3540,15434,PROFESSIONAL (1994),B00AQ69VE4,https://www.google.com/search?q=Wipuku%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
旺文社,除外:メディア,再販制度対象(法人化でも解けない),旺文社,,1,本,4,3,0,,218,1714,【音声アプリ対応】英検3級 でる順パス単 5訂版 (旺文社英検書),4010949864,https://www.google.com/search?q=%E6%97%BA%E6%96%87%E7%A4%BE%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
アスク,除外:メディア,再販制度対象(法人化でも解けない),アスク,,1,本,2,1,0,,1022,4250,新装版 できる韓国語 初級I,4872177231,https://www.google.com/search?q=%E3%82%A2%E3%82%B9%E3%82%AF%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Cambridge University Press,除外:メディア,再販制度対象(法人化でも解けない),Cambridge University Press,,1,洋書,3,0,0,,2480,4950,Basic Grammar in Use Student's Book with Answers: Self-study reference and pract,052113353X,https://www.google.com/search?q=Cambridge%20University%20Press%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Michael Joseph,除外:メディア,再販制度対象(法人化でも解けない),Michael Joseph Ltd,,1,洋書,5,1,0,,1549,4519,The Correspondent,0241721253,https://www.google.com/search?q=Michael%20Joseph%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Macmillan Collector's Library,除外:メディア,再販制度対象(法人化でも解けない),Macmillan Collectors Library,,1,洋書,5,1,0,,1017,5155,Anne of Green Gables (Macmillan Collector's Library),150982801X,https://www.google.com/search?q=Macmillan%20Collector%27s%20Library%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
BEAT RECORDS / MATADOR RECORDS,除外:メディア,再販制度対象(法人化でも解けない),BEAT RECORDS / MATADOR RECORDS,,1,ミュージック,2,0,0,,927,5110,Who Is The Sky? [解説書／歌詞対訳付／国内盤CD] (OLE2178CDJP),B0FCMS9H8Z,https://www.google.com/search?q=BEAT%20RECORDS%20/%20MATADOR%20RECORDS%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Media Blasters,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),,,1,DVD,3,0,0,,2294,5170,Teachers In Heat [Region Free] [Blu-ray],B0C3RWWLK5,https://www.google.com/search?q=Media%20Blasters%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
永岡書店,除外:メディア,再販制度対象(法人化でも解けない),永岡書店,,1,本,2,1,0,,1439,6252,かげした真由子　星占いダイアリー　Horoscope Diary　2025 (永岡書店の手帳),4522612893,https://www.google.com/search?q=%E6%B0%B8%E5%B2%A1%E6%9B%B8%E5%BA%97%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Kino Lorber,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),Kl Studio Classics,,1,DVD,5,0,0,,2594,6176,For a Few Dollars More [Blu-ray],B09VDTXSHF,https://www.google.com/search?q=Kino%20Lorber%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
建設物価調査会,除外:メディア,再販制度対象(法人化でも解けない),建設物価調査会,,1,本,3,1,0,,1948,6178,月刊建設物価 2026年 04 月号 [雑誌],B0GQ5MX9NY,https://www.google.com/search?q=%E5%BB%BA%E8%A8%AD%E7%89%A9%E4%BE%A1%E8%AA%BF%E6%9F%BB%E4%BC%9A%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
メビウス,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),メビウス,,1,ゲーム,2,1,0,,2281,6822,BURAI MSX2コンプリート 通常版 -Switch,B0FDFW63C3,https://www.google.com/search?q=%E3%83%A1%E3%83%93%E3%82%A6%E3%82%B9%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Ace,除外:メディア,再販制度対象(法人化でも解けない),Ace,,1,洋書,4,0,2,S3_略号JPセラー,3253,6979,This Inevitable Ruin (Dungeon Crawler Carl),B0F74CH248,https://www.google.com/search?q=Ace%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
ワーナー・ホーム・ビデオ,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),ワーナー・ホーム・ビデオ,,1,DVD,2,0,0,,4307,7635,ダークナイト　ライジング　ブルーレイ版スチールブック仕様【Ａｍａｚｏｎ．ｃｏ．ｊｐ限定】（完全数量限定生産）（Ｂｌｕ－ｒａｙ　Ｄｉｓ,B009KKHOYG,https://www.google.com/search?q=%E3%83%AF%E3%83%BC%E3%83%8A%E3%83%BC%E3%83%BB%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%BB%E3%83%93%E3%83%87%E3%82%AA%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
SOURCENEXT,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),ソースネクスト,,1,PCソフト,2,0,0,,4585,7980,ソースネクスト ｜ Wi-Fi セキュリティ 無期限版 カード版 ｜ VPN セキュリティ対策 ｜ Windows・Mac対応,B0DGQBXJW7,https://www.google.com/search?q=SOURCENEXT%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
BEAT RECORDS / Night Time Stories,除外:メディア,再販制度対象(法人化でも解けない),BEAT RECORDS / Night Time Stories,,1,ミュージック,5,1,0,,2968,7520,Con Todo El Mundo[輸入盤LP／数量限定／日本語帯付／解説付](ALNLP050RBR) [Analog],B0FX5X6PVR,https://www.google.com/search?q=BEAT%20RECORDS%20/%20Night%20Time%20Stories%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
A-sketch,除外:メディア,再販制度対象(法人化でも解けない),A-Sketch,,1,ミュージック,3,0,0,,1358,8060,Eye of the Storm (初回限定盤),B07KT278YT,https://www.google.com/search?q=A-sketch%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
コミックス・ウェーブ・フィルム,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),コミックス・ウェーブ・フィルム,,1,DVD,4,2,0,,1735,8613,秒速5センチメートル 特別限定生産版 DVD-BOX,B000MQCT1U,https://www.google.com/search?q=%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9%E3%83%BB%E3%82%A6%E3%82%A7%E3%83%BC%E3%83%96%E3%83%BB%E3%83%95%E3%82%A3%E3%83%AB%E3%83%A0%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
HarperCollins,除外:メディア,再販制度対象(法人化でも解けない),HarperCollins,,1,洋書,5,1,0,,4370,8622,"The Chronicles of Narnia: The Magician's Nephew/the Lion, the Witch and the Ward",0064471195,https://www.google.com/search?q=HarperCollins%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Universal Import,除外:メディア,再販制度対象(法人化でも解けない),Universal Import,,1,ミュージック,2,0,0,,4797,10873,Live in Paris (Hybrid-SACD),B096TL7H24,https://www.google.com/search?q=Universal%20Import%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Arthur A. Levine Books,除外:メディア,再販制度対象(法人化でも解けない),Arthur a Levine,,1,洋書,6,1,0,,6140,10927,Harry Potter and the Order of the Phoenix (Book 5) [Deluxe Edition],0439567629,https://www.google.com/search?q=Arthur%20A.%20Levine%20Books%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
KARLTUFOU,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),,,1,DVD,4,0,0,,3843,10600,The Terminator [Blu-ray],B00UAMEV6W,https://www.google.com/search?q=KARLTUFOU%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Concorde Home Entertainment,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),,,1,DVD,5,0,0,,5373,10745,Driving Miss Daisy [Blu-ray],B007WXCA7Y,https://www.google.com/search?q=Concorde%20Home%20Entertainment%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Viking,除外:メディア,再販制度対象(法人化でも解けない),Viking Adult,,1,洋書,4,0,0,,4926,10553,Chaos: The Making of a New Science,0670811785,https://www.google.com/search?q=Viking%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
アニプレックス,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),アニプレックス,,1,DVD,2,0,0,,891,11130,劇場版 魔法少女まどか☆マギカ[新編]叛逆の物語(完全生産限定版),B07L62YX2G,https://www.google.com/search?q=%E3%82%A2%E3%83%8B%E3%83%97%E3%83%AC%E3%83%83%E3%82%AF%E3%82%B9%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
VINYL LOVERS,除外:メディア,再販制度対象(法人化でも解けない),Vinyl Lovers,,1,ミュージック,2,0,0,,2560,11205,What's Going on [Analog],B0015I2U8G,https://www.google.com/search?q=VINYL%20LOVERS%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
PowerA,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),アコ・ブランズ・ジャパン株式会社,あり,1,ゲーム,3,0,0,,1792,11800,【任天堂公式ライセンス商品】PowerA エンハンスド・ワイヤレスコントローラー for Nintendo Switch - フォートナイト ステッカーマニア【,B0DL9YFT1D,https://www.google.com/search?q=PowerA%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Htlaew,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),,,1,DVD,2,0,0,,4079,11820,Karate Kid [Blu-ray],B00EPKVGAE,https://www.google.com/search?q=Htlaew%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
パラマウント ホーム エンタテインメント ジャパン,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),パラマウント ホーム エンタテインメント ジャパン,,1,DVD,2,0,0,,7226,12350,ゴッドファーザー コッポラ・リストレーション ブルーレイBOX,B001CSMGRY,https://www.google.com/search?q=%E3%83%91%E3%83%A9%E3%83%9E%E3%82%A6%E3%83%B3%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%20%E3%82%A8%E3%83%B3%E3%82%BF%E3%83%86%E3%82%A4%E3%83%B3%E3%83%A1%E3%83%B3%E3%83%88%20%E3%82%B8%E3%83%A3%E3%83%91%E3%83%B3%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Bodley Head,除外:メディア,再販制度対象(法人化でも解けない),The Bodley Head Ltd,,1,洋書,6,1,0,,6783,12919,Technofeudalism: What Killed Capitalism,1847927270,https://www.google.com/search?q=Bodley%20Head%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
小学館集英社プロダクション,除外:メディア,再販制度対象(法人化でも解けない),小学館集英社プロダクション,,1,本,2,0,0,,2219,13999,【初回出荷特典付】刀剣乱舞ONLINE十周年記念 本丸録,4796874739,https://www.google.com/search?q=%E5%B0%8F%E5%AD%A6%E9%A4%A8%E9%9B%86%E8%8B%B1%E7%A4%BE%E3%83%97%E3%83%AD%E3%83%80%E3%82%AF%E3%82%B7%E3%83%A7%E3%83%B3%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
